100	5	a	While there are laughs to be had, on a whole Veber's new film is an unfunny and offensive disaster, wasting a truckload of rich comedic talent in the process.
101	5	a	History is on the side of the protesters, who were right to shout about government corruption and the Vietnam War, so a contemporary film needs to more than just take their side.
102	3	a	It could have been handled better, perhaps, but there is enough about it that works to make it worth watching.
103	3	a	It's eye candy that detonates.
104	0	a	The power of Ava DuVernay's astonishing film comes from its understanding of the limits of King's work as much as its celebration of his achievements.
105	5	a	Silly talking dog movie with some violence, serious themes. 
106	1	a	The jokes are surprisingly on-target and fresh, with few misfires.
107	4	a	Mr. Kazan keeps the courtship bouncing between the emotional and the ludicrous.
108	3	a	The most striking thing about the film is the use of color. First-time director Neal Slavin has the kind of eye for color one would expect from an award-winning photographer.
109	3	a	[Friedkin] has retained his touch ... all these years later. And in Matthew McConaughey, he has the perfect vehicle for madness.
110	5	a	"Does The Imitation Game fudge the edges of its hero's biography? Guilty. But there's artistic truth to the maxim uttered at the end of John Ford's The Man Who Shot Liberty Valance: ""When the legend becomes fact, print the legend."
111	3	a	A beautifully nuanced script, Bening at her best, and superb against-type performances by Watts and Jackson, make this a must-see film for, and about, women -- especially mothers.
112	3	a	Director Nick Cassavetes should be commended for the unflinching manner in which he tells the story -- it packs a punch, although it lingers too long to be truly unsettling.
113	2	a	The story is well written and incredibly smart, but probably a bit too spiritual for western audiences.
114	1	a	With his sharp instincts and exhausted wisdom, the character of Gunther offers us a bittersweet reminder of Hoffman's gifts in what is his last completed film.
115	4	a	Fascinating if one-sided examination of the power of religious cults and the methods they employ to attract new members.
116	6	a	It's the first Woody Allen film in which impotence has become the situation rather than the problem. This is a movie about a guy who has given up.
117	6	a	My theory is that Jared is Aquaman, and he's probing the ocean with his mental powers, looking for intelligent life. Which is why he never finds the screenwriter down there.
118	3	a	Still Alice works and, at times, with assured, depressing clarity.
119	8	a	Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender - and I know this because I've seen 'jackass: the movie.'
120	5	a	It took a century of innovation in the field of cinematic special effects, but finally the head of Marlon Wayans could be successfully grafted onto the body of a baby.
121	6	a	You could watch Crossover, or you could check out the Salvation Army gift shop to see what inspirational bumper stickers they're peddling.
122	4	a	A big step down from Goldfinger, but still moderately entertaining.
123	3	a	It's the texture and the feel of the film, rather than the actual plot itself, that makes it so effective
124	6	a	The film fails at creating characters with credible emotional textures, a task easily, and vividly, demonstrated by Pixar time and time again.
125	3	a	A fascinating tall tale until the incredible Tilda Swinton appears, vulnerable, full of regrets and compelling us to start thinking, but from then on, this is a tour de force.
126	5	a	Everything about this film smacks of laziness.
127	3	a	The young cast is more sure of themselves shooting hoops than showing emotion, but Jackson holds the screen so well that he gives them extra focus and presence. 
128	3	a	This film stands ably on its own, offering up generous piles of large scale fantasy underscored by genuine emotional heft and boundary-pushing visuals.
129	3	a	MacFarlane is after something beyond absurdity. He gets to the crux of the matter, that life in the West was cheap, at least as portrayed in the movies, and he tells us, often hilariously, that this is nothing we should celebrate.
130	4	a	Two of the most fascinating people in the world in a movie that is not their best but still entertaining
131	3	a	Abbott's feral depiction of such fierce loyalty is something close to brilliant.
132	4	a	Maybe two and a half hours is pushing things juuuuuust a touch.
133	3	a	This Internet-promoted lark about a Hawaii-to-L.A. flight besieged by a frenzied tangle of snakes is hilariously funny, full of fang-popping scares, and guaranteed to increase travel by train.
134	2	a	Engagingly unsettling with a lot of thrilling psychological elements
135	3	a	Comes at Night will not be perfect, but you can't deny the great talent of this director who with just two films in his filmography, promises to be a force to be taken into account. [Full review in Spanish]
136	3	a	The film is very good at capturing the camaraderie of the soldiers -- and the sometimes desperate way in which they rely on one another.
137	0	a	The intelligent and clever script has enough humor to break the tension periodically.
138	3	a	A story of particularly streamlined, eloquent despair.
139	3	a	Performances are realistic and unpretentious, and the backbone of this observant movie by a director-writer with a promising future.
140	4	a	Jack Black and Cate Blanchett are fantastic...dare I say, I'd like to see Eli Roth do some more stuff like this.
141	1	a	Apatow simply knows funny when he sees it, and he gives his actors' ample opportunity to plumb all possible comic depths.
142	3	a	A must-see artifact and lots of fun.
143	2	a	The fear is not so much of physical danger, but of just the impenetrability of the mystery.
144	3	a	With Killer Joe, a black comedy thriller adapted from a play by Tracy Letts, Friedkin seems to have recaptured some of that youthful energy.
145	4	a	Luke Wilson's terrific performance renders an uneasy hybrid of crime drama, comedy and ecommerce far more compelling than it otherwise would be.
146	9	a	This is a wedding date that would have benefited from a different designer, a more knowing caterer, and -- most of all -- a whole new guest list.
147	1	a	A holiday drama that depicts the miracle of forgiveness in the midst of a storm of familial conflict and misunderstandings.
148	1	a	Murnau's horror masterwork features a treasure-trove of silent film techniques, unearthly locations and a truly horrid vampire played by Max Schreck.
149	1	a	This is a case of a director finding a way to convey things visually so that the story is enhanced.
150	6	a	Roscoe Jenkins labors too hard to wring too-few chuckles.
151	5	a	I suspect it's supposed to be a heart-warming drama. It left my heart lukewarm, and there's precious little drama.
152	3	a	A lurid, lightweight throw-together of cheap psycho-thrills which tries to dress itself up as something more substantial.
153	1	a	This may be the most accessible of Kaurismaki's films.
154	4	a	A blatant attempt to cash in on the success of March of the Penguins, this wildlife documentary is stunningly photographed, but the attempts at anthropomorphism are frequently irritating.
155	9	a	A tiresome, humourless, lifeless, overlong dirge in which the lofty pretention to say something deep about the quest for self and the female condition all gets blown away by an insipid, off-the-shelf romantic-movie ending.
156	1	a	"Luckily, the genre has not submerged completely and, with the help of films like ""The Incredibles"", hope for a solid future is within the audience's grasp."
157	3	a	Maureen O'Hara, born in Ireland, was never more ravishing than here on her home ground.
158	1	a	An intoxicating cocktail of splendid visuals, spectacular action, state-of-the-art computer-generated imagery and some old-fashioned swashbuckling worthy of Hollywood's Golden Age.
159	4	a	While it doesn't necessarily break much new ground, its makers are also smart enough to not try to do more than they have the means to convincingly accomplish.
160	9	a	Daddy D-Day for Cuba's career.
161	3	a	Whatever pickle he gets himself in, we can't help but root for Menashe.
162	4	a	Once you've got over the off-putting aspects, Kim's personal journey becomes quite engaging, though you may wish the film was a bit meatier politically.
163	4	a	A pleasant diversion.
164	3	a	John Curran creates room for his characters to think and feel and an environment that encourages us to do the same.
165	0	a	While some may find its strange, stream-of-consciousness approach to be grating, others will be enthralled with each and every gorgeously composed frame.
166	3	a	Plenty of action is here in this exciting remake of the earlier classic.
167	6	a	It's the film's earnest delivery and good intentions that give it whatever value it has.
168	3	a	Based on Andre Aciman's novel, this gorgeous-looking and beautifully atmospheric film has echoes of all sorts of good things, including Guadagnino's A Bigger Splash and I Am Love. 
169	6	a	It all comes down to chemistry, and Depp and Jolie don't have it. At least not in these roles.
170	4	a	'Bandslam' is far from exceptional, but is saved by decent character development, a cluster of engaging performances and several amusing deadpan moments.
171	5	a	Every bit the disposable piece of piffle you think it's going to be, Dickie Roberts: Former Child Star is nonetheless mildly enjoyable.
172	2	a	I like the characters and the story but find that the film just doesn't go the distance in some areas.
173	9	a	There are stupid stoner comedies and then there are stupid stoner comedies that ain't funny, and the latest effluvium from Adam Sandler's Happy Madison production company is mostly a bummer.
174	4	a	Eastwood hits all the right notes in exactly the right order, but it's his least personal film for a while.
175	5	a	Compared to those prodigious in-your-face fakes, alley oops and slam dunks, the movie's trite, trash-talking dialogue and drippy do-the-right-thing message fall as flat as an airball.
176	1	a	The characters are off-kilter and even weird, but watching them one senses their strange behavior occurs because of who they are, not because they're putting on a performance.
177	9	a	McDonagh works way too hard to inject nearly every scene with his patented solution of acid wit and dark-roast comedy... It's jarringly effective until it starts to feel like shtick, at which point it works only as a numbing agent. 
178	5	a	You know you're in trouble when even the film's title remains a mystery.
179	5	a	The longer the conclusion drags, the more attractive the exit sign looks.
180	0	a	With a low budget but a lot of imagination and talent, director Trevorrow and writer Connolly create a deceptively simple comedy that's one of the most entertaining films of the year. 
181	5	a	A pretentious regurgitation of worn-out sci-fi cliches by a novice filmmaker who had yet to find his way.
182	3	a	Even though the outcome is no secret, you're still invested in Vinny every step and jab of the way. 
183	3	a	With excellent performances, plays on morality and sexual behavior, Brewer composes another surefire classic.
184	3	a	We can see the wheels turning, and we might resent it sometimes, but this is still a nice little picture, made by bright and friendly souls with a lot of good cheer.
185	4	a	It's exuberant, exhilarating, poetic and -- intentionally and not -- rather silly.
186	4	a	"I Origins"" ... earns its creepy stripes in a memorable way, making us feel uneasy about what the characters are doing."
187	3	a	it was the best of times, it was the worst of times.
188	6	a	A floundering action comedy with an interesting premise that self-destructs in its second half.
189	4	a	There is a sense of enchantment to this title, and an exuberance that emanates off the narrative, as the celebratory mood of the characters extends to the viewer.
190	9	a	Barbequed Doggie Zombies. If your heart just skipped a beat and you find yourself atingle with anticipation, then I wish you good luck and Godspeed and there's no need for you to read further
191	4	a	Dumb and silly and fun, just not as dumb and silly and fun as I'd hoped it would be.
192	3	a	A big, Harry family adventure full of laughs.
193	0	a	Engrossing thriller over the loss of faith.
194	6	a	Where the movie really stumbles is with co-writer/director Philip Kaufman's attempts to make it a conventional mystery-thriller. Kaufman simply doesn't have the slightest notion of how to make a conventional film of any kind.
195	4	a	While Fanboys has moments of success, it is mostly a middling road picture that doesn't do a lot more than any average, forgettable entry into the tired genre.
196	4	a	Watching Sally Field is one of the pleasures of going to the movies. 'Doris' doesn't always give her the material she deserves. But even when the film fails her, Field never fails to shine. 
197	3	a	Diminishing returns set in after the first series of beating, but the film is a stunner, a must-see whatever your beliefs.
198	1	a	This great American fable is buoyed by its unwavering faith in the wealth of the human spirit.
199	0	a	A film that crosses generations and cultural barriers: watching it, it's hard not to feel like a kid again.
200	2	a	The samba and bossa nova beats arent just score; they comprise the very environment of the film, as fundamental a force as the wind or the sun
201	0	a	Directed beautifully, Hoffman seems to have the whole film under lock and key, but pads around cagily, watchfully, as if prowling the perimeter to stop an imminent burglary.
202	3	a	Yimou's latest performance art is truly less concerned with the politics of a country than it is with the politics of the human heart.
203	0	a	Hurt and Davis at their peaks in a touching, well-crafted drama
204	3	a	Visually, as with all Peter Weir's films, this is really outstanding and really quite memorable. 
205	3	a	Smokin'.
206	3	a	As far as light, brainless summer entertainment goes, it makes the grade.
207	3	a	Complex, compassionate and endlessly illuminating...
208	3	a	Selma's showcasing of individual moments over the educational arc helps to make this saga feel immediate, not preordained but unfolding as a series of actions, planned and unplanned. 
209	4	a	A classic in the coolest sense of the word
210	5	a	Western action-comedy set in bordello; lots of gunfire.
211	3	a	Three Kryptonian villains and Superman kicking the snot out of each other and tearing up the town? Who can't love this?
212	9	a	A perfect storm of wooden acting, hackneyed direction, inane scripting and laughably cartoonish special effects produces a shapeless mess more wearyingly stupid than arch-villian Dr. Doom is evil.
213	3	a	Kaurismaki's movies can tickle you with the briefest of statements, the smallest of gestures.
214	3	a	Jenkins scripts and directs a warm, heartfelt character study with tons of great little moments
215	4	a	A mixed bag of mixed moods.
216	6	a	Movies based on video games are shallow, obvious and one-dimensional.
217	6	a	A pervasive sense of bleakness soon swallows the movie whole.
218	3	a	Precise and moody, and a terrific look at how misplaced priorities and ingrained racism and xenophobia thwart intelligence machines that can operate with such frightening efficiency.
219	6	a	...the movie turns into a game of spot the cameo more than anything else.
220	2	a	Then again, few people can wear a clerical uniform to great distinction the way Hawke does here, conveying his eventual downfall into ethical submission with utter tranquility.
221	0	a	A full-bodied, melancholy-tinged ode to the resiliency of mankind.
222	6	a	Although there are some fun sequences and genuine wonder to behold, the film is a pandering, noisy, visual mess with a thin plot and even thinner characters.
223	4	a	The film doesn't really go deep enough -- and niggling details subvert its veracity.
224	6	a	the climatic interweaving of the narrative strands feels profoundly anticlimatic, delivering a modicum of emotional payoff but little else
225	3	a	The lack of climax and the ambiguous resolution cut closer to the bone than most summer fare, but the screenplay, by two writers making their feature debut, stays formulaic enough to never really draw blood.
226	4	a	As date movies goe, this misanthropic misfire is briefly amusing but instantly forgettable.
227	9	a	While the actors in Daddy Day Camp may be different, the tired and predictable storyline full of jokes involving urinating, flatulence, burping, vomiting and crotch shots remains the same.
228	6	a	Nothing but the coach's gutsy move and the fact that it really happened distinguishes this movie from a litany of past basketball dramas.
229	4	a	Ang Lee's technical artistry is indisputable, but his experiment with visual hyperclarity comes off as artificial when we most need it to be natural, organic and whisper-close.
230	4	a	Chappaquiddick is at its best when it is underpinned by a somber orchestral score, focusing closely on the personal anguish of its protagonist.
231	0	a	...the kind of film that Menahem Golan and Yoram Globus would have released under the Cannon label. 
232	3	a	An acting masterclass delivered by some of Hollywood's best. 
233	1	a	Few studio-supported films match its B-movie nirvana of stupid-goodness. It's exactly what its title suggests and more ? the proof in the primal levels ranging from basic exploited fears to the crowd?s roaring reactions and howls of humor or horror.
234	4	a	Subversive enough for older brother, sweet enough for kid sis, this cine-panto's a safe if not spectacular choice for a Chrimbo family outing. The cartoon chipmunk almost steals it, but Adams' dippy dazzle is the movie's heart, soul and lungs.
235	4	a	Thick with powerful, understated, deeply empathetic performances -- and it needs them. It's hard to feel sorry for a bunch of welfare cases who sit around drinking and barely even trying to find new jobs.
236	9	a	Feigns compassion for the mentally challenged, but treats Radio as a pet, a toy, a prop.
237	2	a	Here's the biggest problem most folks will have with Bee Movie: It's not Ratatouille.
238	3	a	It's funny, non-stop inventive and heroically heretical.
239	3	a	That there's nothing definitive to wrap your arms around is frustrating. And intriguing.
240	4	a	Friedkin's direction is rough and ready, but Letts's tangy writing is the star here.
241	0	a	Rarely has a slice-of-life film been so delicious to consume.
242	5	a	Larry isn't an evil movie, but it is a symptom of the problems inherent in gross-out humor.
243	1	a	a loud, full-throttled, bombastic heist flick with no apologies for its obsessions with speed, violence, intensity,
244	6	a	A comedy that's actually funny.
245	5	a	The Predator feels like a haphazardly assembled and overflowing buffet plate, and how much you enjoy it will depend on your ability to deal with its whiplash-wild inconsistency in tone and missed opportunities.
246	3	a	"YOu know, the ""Final Destination"" movies contain characters who are self-obsessed, cheap, profane and mean-spirited. Maybe that's why it's so much fun to watch them get taken out, one by one."
247	1	a	The film manages to cross all barriers; it should be accessible to both children and adults, Brits and Yanks, rats and chickens.
248	4	a	Uncertain but uplifting.
249	5	a	Snipes at his coolest still can't save this xenophobic piece of studio flotsam.
250	3	a	Quietly shedding all the fussy baggage of 'heritage drama', Campion gives us a moving account of Keats' great love and tragic death. A film of pictorial beauty and authenticity, graced with a fine cast.
251	4	a	The special effects are noteworthy and then of course, there are Vin Diesel's heroics.
252	1	a	Uproarious. While keeping your funny bone occupied, quietly reaches for your heart bone. Yes, it's coarse, okay, vulgar, and crude. Alas, the title doesn't promise you tact.
253	3	a	Zhang Yimou's follow-up to Hero oddly feels more like a warm up.
254	4	a	Chan looks as if he's having fun and it rubs off.
255	5	a	The complexity of Felt's motives are left untouched in the interests of having a fiercely principled hero at the film's centre.
256	4	a	Despite hewing fairly closely to the facts, has trouble seeming truthful. Practically everyone behaves like an allegorical symbol rather than a person, a problem the script anticipates and acknowledges but only feebly attempts to solve. [Blu-ray]
257	6	a	Gibson ultimately seems to be preaching to the choir, rejecting standard storytelling conventions such as introducing his characters, assuming his audience already knows everything he's about to tell us.
258	0	a	Its depiction of the primal emotions that constitute our lives is positively enthralling. 
259	4	a	The only sad thing about this film is that it has to break taboos in the first place in this increasingly conservative society... [Full Review in Spanish]
260	3	a	With a shaky, distracting narrative, the film has a number of flaws, but Boseman's ferocious, fearless take on one of the most influential musicians of all time is the best cinematic equivalent to a one-man show you'll see all year.
261	4	a	This is a welcome female-centric variation on a familiar theme, not the first to deal with a teenage girl's de-virginization project, but certainly a minority report in a field crowded with boys trying to Get Some ...
262	5	a	It's one thing to have your heart in the right place and another to lunge at the audience until they're effectively devouring your chest.
263	4	a	Can't get to France this summer? Catch a cinematic ride from Cannes to the Seine in Paris Can Wait.
264	9	a	To say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor.
265	4	a	Given the lack of Lee screen time, 'Taste' is actually a pretty damn good Hammer film, with a strong story, the usual stock of excellent actors, great costumes, etc.
266	5	a	The third time around is not the charm, but we can only hope this will be the FINAL final destination.
267	9	a	The bar for urban-flavoured dance movies has already been set pretty low, but Battle Of The Year effortlessly leans back and limbos on below it.
268	3	a	It's all attitude, and little substance. Still, its attitude is catchy at times, filled with humor and sparks of energy.
269	3	a	Faster-paced and more chock-full of adventure than the original.
270	8	a	Yes, it's true: in this astonishingly distasteful bit of dreck, there is at the bottom a sappy little romance.
271	0	a	Channeling spaghetti westerns, Cervantes, Castaneda, and a dash of CHINATOWN as refracted through the visual sensibilities of Dali, it is a fiendishly clever concretion of high- and low-brow in a story that is both vision quest and farce
272	3	a	With great performances, a grown-up script and amazing music, Cadillac Records may not change your life, but there's an excellent chance it'll change your record collection, and for the better.
273	0	a	This is a great, great film.
274	4	a	a perfect example of how mood, atmosphere, music, and direction can overcome plot weaknesses
275	3	a	Tim Burton's freshest work, and perhaps the purest embodiment of his funky world view. Count the number of people whose careers were made here; that's no fluke.
276	0	a	I can't imagine a more faithful version than this taut, superbly told, ferociously filmed adventure.
277	6	a	Wobbles like a punch-drunk fighter.
278	5	a	For a film that has pulled a reasonably overqualified cast with solid dramatic chops, it is regretfully short on any characters that stick out in any way whatsoever.
279	0	a	The special effects enchant all -- no matter what your age.
280	6	a	True crime procedurals can have a certain fascination, but not when they're jumbled glimpses of what might or might not have happened involving a lot of empty people whose main claim to fame is that they're dead.
281	4	a	...above-average teen thriller.
282	6	a	Not everyone is crushed by fame, but almost everyone is flattened by it.
283	4	a	Several story and comedy beats are derivative, but scenes of thoughtful insight are frequent enough for The To Do List to offer more than just brainless laughs.
284	5	a	The film suffers from attempting too much, not revelling in the horror tendencies, nor thriving in the more magical, while the romance running through the picture is a challenge to adhere to.
285	3	a	Whether there's anything substantial under the sheen and CGI of Alex Proyas' glistening future vision is debatable, but this enjoyable, engrossing picture is at least intelligently artificial.
286	4	a	See it...then travel back in time and see it again.
287	3	a	A great film, and Stallone's breakout performance. It's about time he had one.
288	5	a	The brain power you expend making sense of it is better spent elsewhere.
289	4	a	As subversive as the The To Do List is ... it's still ultimately familiar and insubstantial fare.
290	3	a	Fairly standard sports-movie fare but well-acted, suitably gritty, lightly comic in the right places and sweet without being saccharine.
